YEAR,REGION_FACTOR,PKNAME,SEASON_FACTOR,O2USED,NOHIRED,total_expeditions,success_count,member_deaths,hired_deaths,success_rate,death_rate
2024,Khumbu-Rolwaling-Makalu,Lhotse,Spring,True,False,15,14,1,0,93.33333333333333,6.666666666666667
2024,Khumbu-Rolwaling-Makalu,Lingtren,Spring,False,False,1,0,0,0,0.0,0.0
2024,Khumbu-Rolwaling-Makalu,Makalu,Spring,True,False,6,6,1,1,100.0,33.33333333333333
2024,Khumbu-Rolwaling-Makalu,Nuptse,Spring,True,False,1,1,0,0,100.0,0.0
2024,Khumbu-Rolwaling-Makalu,Pumori,Spring,False,False,1,0,0,0,0.0,0.0
2024,Khumbu-Rolwaling-Makalu,Tengkangpoche,Spring,False,True,1,1,0,0,100.0,0.0
2024,Langtang-Jugal,Bhemdang Ri,Spring,False,False,1,0,0,0,0.0,0.0
2024,Langtang-Jugal,Jugal 1,Spring,False,False,1,1,0,0,100.0,0.0
2024,Langtang-Jugal,Jugal 2,Spring,False,False,1,0,0,0,0.0,0.0
2024,Langtang-Jugal,Jugal 3,Summer,False,False,1,1,0,0,100.0,0.0
2024,Langtang-Jugal,Jugal 5,Spring,False,False,1,0,0,0,0.0,0.0
